time,msec,client_ip,host,method,uri,path,query,protocol,status,body_bytes_sent,request_length,request_time,upstream_response_time,upstream_addr,user_agent,referer,content_type,x_forwarded_for,ssl_protocol,ssl_cipher,label
2025-12-11T05:09:18.841422,1765409958841,103.208.17.119,alpha-triradiate-adalberto.ngrok-free.dev,POST,/dashboard,/dashboard,-,HTTP/1.1,200,5300,968,0.6,0.298,172.18.0.5:80,PostmanRuntime/7.28.4,-,application/x-www-form-urlencoded,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T05:25:17.841422,1765410917841,210.45.4.173,shop.example.com,POST,/search,/search,q=129,HTTP/1.1,200,1318,366,0.957,0.146,172.18.0.5:80,PostmanRuntime/7.28.4,-,application/json,-,-,-,0
2025-12-11T19:55:39.841422,1765463139841,40.172.93.101,example.com,POST,/dashboard,/dashboard,' UNION SELECT * FROM users --,HTTP/2.0,400,3301,1929,0.187,0.524,172.18.0.5:80,masscan/1.0,-,-,-,-,-,1
2025-12-10T22:05:25.841422,1765384525841,15.158.122.160,example.com,GET,/profile,/profile,-,HTTP/2.0,200,6849,1961,0.126,0.365,82.43.227:40636,curl/7.68.0,-,text/html,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T01:38:10.841422,1765397290841,245.139.184.212,example.com,POST,/cart/add,/cart/add,-,HTTP/2.0,200,2844,1223,0.501,0.449,172.18.0.5:80,curl/7.68.0,https://google.com,application/x-www-form-urlencoded,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T15:39:06.841422,1765447746841,78.58.145.221,alpha-triradiate-adalberto.ngrok-free.dev,POST,/profile,/profile,; rm -rf /,HTTP/2.0,200,2724,5901,4.06,0.916,117.187.26:46268,python-requests/2.25.1,-,-,7c54:f0bc:9af1:6cbe:5764:d740:2d80:4add,-,-,1
2025-12-10T21:43:17.841422,1765383197841,145.206.127.103,example.com,POST,/api/v1/user,/api/v1/user,<script>alert(1)</script>,HTTP/2.0,500,695,4975,2.035,1.176,172.18.0.5:80,sqlmap/1.5.6 (http://sqlmap.org),-,-,9e86:d3de:bf60:848c:aae2:8f8b:22fc:fb5e,-,-,1
2025-12-11T19:02:50.841422,1765459970841,1.61.182.209,example.com,POST,/cart/add,/cart/add,' OR 1=1 --,HTTP/2.0,403,3670,1912,2.272,0.456,172.18.0.5:80,nikto/2.1.6,-,-,-,-,-,1
2025-12-11T00:16:19.841422,1765392379841,216.109.95.246,shop.example.com,GET,/search,/search,<script>alert(1)</script>,HTTP/1.1,200,547,1392,2.129,1.551,175.242.249:39886,python-requests/2.25.1,-,-,a64:fd21:ff15:c98:349d:de89:f346:2bbd,-,-,1
2025-12-10T21:29:34.841422,1765382374841,158.103.200.41,example.com,GET,/profile,/profile,-,HTTP/1.1,200,3646,1012,0.631,0.140,121.157.243:36984,PostmanRuntime/7.28.4,-,application/x-www-form-urlencoded,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T18:58:09.841422,1765459689841,14.197.242.138,alpha-triradiate-adalberto.ngrok-free.dev,POST,/api/v1/user,/api/v1/user,admin' --,HTTP/2.0,403,3427,3070,0.884,0.988,172.18.0.5:80,sqlmap/1.5.6 (http://sqlmap.org),-,text/html,ae04:6f75:2bad:10f5:2f60:64b7:81c4:2c3c,-,-,1
2025-12-11T19:12:09.841422,1765460529841,198.234.1.219,example.com,POST,/api/v1/user,/api/v1/user,-,HTTP/2.0,200,883,415,0.295,0.240,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/json,-,-,-,0
2025-12-11T16:37:14.841422,1765451234841,247.72.117.139,example.com,POST,/login,/login,-,HTTP/1.1,200,6803,841,0.611,0.229,172.18.0.5:80,curl/7.68.0,https://google.com,application/x-www-form-urlencoded,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T01:44:20.841422,1765397660841,183.119.106.193,shop.example.com,GET,/api/v1/user,/api/v1/user,q=749,HTTP/1.1,200,1631,1038,0.77,0.363,76.195.236:64421,curl/7.68.0,https://google.com,text/html,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T03:38:55.841422,1765404535841,33.171.180.104,example.com,POST,/api/v1/user,/api/v1/user,-,HTTP/2.0,200,5823,611,0.346,0.038,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-10T21:16:03.841422,1765381563841,127.14.191.202,shop.example.com,POST,/dashboard,/dashboard,-,HTTP/2.0,200,7761,397,0.909,0.464,125.50.163:61142,curl/7.68.0,-,application/json,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-10T23:02:47.841422,1765387967841,189.46.37.39,alpha-triradiate-adalberto.ngrok-free.dev,POST,/cart/add,/cart/add,q=128,HTTP/1.1,200,2466,1361,0.589,0.141,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,text/html,3483:1e23:8f4d:aafc:55ee:69a8:ea77:b4ed,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T02:24:02.841422,1765400042841,98.222.98.37,alpha-triradiate-adalberto.ngrok-free.dev,POST,/cart/add,/cart/add,1; DROP TABLE users;,HTTP/2.0,400,3886,2772,2.059,1.371,75.148.39:42049,nikto/2.1.6,-,application/x-www-form-urlencoded,303b:7037:e566:3d1b:c0cf:6b3b:ce4a:63e1,-,-,1
2025-12-11T13:31:27.841422,1765440087841,240.65.69.63,example.com,POST,/<script>alert(1)</script>,/<script>alert(1)</script>,-,HTTP/1.1,200,928,4819,3.159,2.236,39.22.149:54925,python-requests/2.25.1,-,application/x-www-form-urlencoded,c2e7:1df9:3c15:4e81:e326:74a3:ca0b:e48f,-,-,1
2025-12-11T06:03:19.841422,1765413199841,23.182.159.50,example.com,GET,/search,/search,-,HTTP/2.0,200,2929,1303,0.706,0.444,148.240.62:9145,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/json,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-10T22:09:33.841422,1765384773841,61.187.27.5,shop.example.com,POST,/login,/login,q=101,HTTP/2.0,200,4560,882,0.658,0.426,137.61.141:29998,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,text/html,-,-,-,0
2025-12-11T01:52:27.841422,1765398147841,133.251.54.171,example.com,POST,/search,/search,-,HTTP/2.0,200,2388,1872,0.957,0.017,73.154.97:37979,PostmanRuntime/7.28.4,-,application/x-www-form-urlencoded,-,-,-,0
2025-12-11T12:43:17.841422,1765437197841,77.162.183.159,example.com,GET,/api/v1/user,/api/v1/user,1; DROP TABLE users;,HTTP/2.0,403,540,4235,4.631,2.595,172.18.0.5:80,nikto/2.1.6,https://malicious.example,-,-,-,-,1
2025-12-11T16:31:46.841422,1765450906841,234.9.241.238,example.com,GET,/dashboard,/dashboard,q=222,HTTP/1.1,302,4371,1292,0.071,0.369,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,text/html,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T04:42:36.841422,1765408356841,191.210.206.108,alpha-triradiate-adalberto.ngrok-free.dev,POST,/dashboard,/dashboard,; rm -rf /,HTTP/1.1,403,3448,4942,2.936,2.232,172.18.0.5:80,sqlmap/1.5.6 (http://sqlmap.org),-,text/html,6daa:2436:345e:8624:f1e7:aa11:3266:6464,-,-,1
2025-12-11T15:44:43.841422,1765448083841,81.183.7.194,alpha-triradiate-adalberto.ngrok-free.dev,GET,/dashboard,/dashboard,-,HTTP/1.1,200,5940,1564,0.177,0.425,185.44.249:65052,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,application/json,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T20:19:19.841422,1765464559841,139.60.132.226,alpha-triradiate-adalberto.ngrok-free.dev,GET,/api/v1/user,/api/v1/user,-,HTTP/2.0,200,4893,1889,0.014,0.494,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/x-www-form-urlencoded,-,-,-,0
2025-12-11T20:14:43.841422,1765464283841,163.194.150.68,alpha-triradiate-adalberto.ngrok-free.dev,POST,/api/v1/user,/api/v1/user,-,HTTP/2.0,200,5802,708,0.428,0.312,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T06:48:56.841422,1765415936841,31.126.121.104,example.com,GET,/dvwa/login.php,/dvwa/login.php,-,HTTP/2.0,200,2205,900,0.886,0.244,195.103.122:47870,PostmanRuntime/7.28.4,-,-,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T18:37:35.841422,1765458455841,249.99.125.115,example.com,POST,/cart/add,/cart/add,-,HTTP/1.1,200,4491,1907,0.675,0.121,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,text/html,-,-,-,0
2025-12-10T22:55:37.841422,1765387537841,126.221.26.33,alpha-triradiate-adalberto.ngrok-free.dev,POST,/search,/search,q=519,HTTP/1.1,200,4220,355,0.343,0.302,91.82.200:56628,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,text/html,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T06:45:55.841422,1765415755841,26.42.124.86,shop.example.com,POST,/dashboard,/dashboard,q=881,HTTP/1.1,200,6654,1009,0.837,0.359,172.18.0.5:80,PostmanRuntime/7.28.4,https://google.com,application/x-www-form-urlencoded,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T16:48:49.841422,1765451929841,140.215.24.34,example.com,GET,/checkout,/checkout,q=430,HTTP/2.0,200,5088,623,0.498,0.194,148.234.77:41400,curl/7.68.0,-,application/x-www-form-urlencoded,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T12:09:41.841422,1765435181841,14.181.217.191,alpha-triradiate-adalberto.ngrok-free.dev,POST,/dashboard,/dashboard,q=753,HTTP/1.1,200,3291,741,0.857,0.090,154.161.233:59494,PostmanRuntime/7.28.4,-,text/html,-,-,-,0
2025-12-11T06:16:53.841422,1765414013841,161.183.194.115,shop.example.com,GET,/search,/search,-,HTTP/1.1,200,3708,1041,0.045,0.048,126.66.128:20995,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/json,-,-,-,0
2025-12-11T01:56:44.841422,1765398404841,98.202.139.119,alpha-triradiate-adalberto.ngrok-free.dev,POST,/login,/login,q=580,HTTP/1.1,200,3553,273,0.511,0.097,138.46.51:13235,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,https://google.com,application/json,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T14:25:39.841422,1765443339841,233.144.215.173,alpha-triradiate-adalberto.ngrok-free.dev,GET,/api/v1/user,/api/v1/user,-,HTTP/1.1,200,4670,1907,0.854,0.345,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,https://google.com,text/html,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T13:15:42.841422,1765439142841,224.183.138.239,shop.example.com,POST,/checkout,/checkout,q=914,HTTP/1.1,200,889,555,0.398,0.260,89.73.118:8322,PostmanRuntime/7.28.4,-,application/json,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T04:54:16.841422,1765409056841,101.121.151.175,example.com,GET,/dvwa/login.php,/dvwa/login.php,q=494,HTTP/1.1,200,6761,848,0.756,0.211,61.228.178:27959,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,application/json,-,-,-,0
2025-12-11T11:48:04.841422,1765433884841,66.253.121.209,example.com,GET,/product/123,/product/123,../../etc/passwd,HTTP/2.0,403,297,2976,4.382,2.546,128.99.169:43701,nikto/2.1.6,-,text/html,574e:aa0a:12c2:46c0:b12b:aa48:6bad:6e0b,-,-,1
2025-12-11T15:35:11.841422,1765447511841,215.65.48.153,example.com,GET,/dvwa/login.php,/dvwa/login.php,-,HTTP/1.1,200,224,972,0.724,0.480,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,application/json,-,-,-,0
2025-12-11T18:35:05.841422,1765458305841,119.141.83.37,alpha-triradiate-adalberto.ngrok-free.dev,GET,/login,/login,q=736,HTTP/2.0,200,3653,394,0.877,0.237,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,-,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T15:15:17.841422,1765446317841,205.22.7.232,example.com,GET,/dashboard,/dashboard,| cat /etc/passwd,HTTP/1.1,403,968,3941,1.81,1.159,172.18.0.5:80,nikto/2.1.6,-,text/html,5b4e:2503:f73c:8e1d:51ef:c1e:6ec5:f0b1,-,-,1
2025-12-11T02:19:06.841422,1765399746841,169.224.8.131,alpha-triradiate-adalberto.ngrok-free.dev,POST,/search,/search,-,HTTP/1.1,200,1918,949,0.891,0.249,70.252.191:46464,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,-,-,0
2025-12-11T13:35:07.841422,1765440307841,75.114.74.145,example.com,POST,/dvwa/login.php,/dvwa/login.php,-,HTTP/2.0,200,3112,1572,0.099,0.278,162.54.107:46568,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,application/x-www-form-urlencoded,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T16:27:30.841422,1765450650841,22.24.162.82,alpha-triradiate-adalberto.ngrok-free.dev,POST,/search,/search,-,HTTP/1.1,200,705,496,0.11,0.454,184.6.136:55554,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,text/html,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T01:46:05.841422,1765397765841,58.145.39.198,shop.example.com,POST,/dashboard,/dashboard,-,HTTP/1.1,404,6260,324,0.064,0.419,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,application/json,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T09:01:42.841422,1765423902841,205.107.240.164,shop.example.com,POST,/cart/add,/cart/add,-,HTTP/1.1,200,4000,920,0.988,0.272,172.18.0.5:80,PostmanRuntime/7.28.4,-,text/html,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T04:00:48.841422,1765405848841,133.18.207.163,shop.example.com,POST,/cart/add,/cart/add,q=779,HTTP/2.0,200,671,1958,0.75,0.366,39.33.189:4228,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,-,-,-,-,0
2025-12-11T18:01:04.841422,1765456264841,66.253.121.209,alpha-triradiate-adalberto.ngrok-free.dev,GET,/admin'_--,/admin'_--,-,HTTP/1.1,403,916,1951,1.422,0.312,172.18.0.5:80,sqlmap/1.5.6 (http://sqlmap.org),-,application/json,7ca5:7ad0:ed06:9e86:c6ea:3ff:f98c:b79d,-,-,1
2025-12-11T04:04:23.841422,1765406063841,98.12.32.97,shop.example.com,POST,/login,/login,q=108,HTTP/1.1,200,3205,1863,0.532,0.407,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,text/html,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T13:35:42.841422,1765440342841,86.7.224.234,shop.example.com,GET,/cart/add,/cart/add,q=526,HTTP/2.0,200,2749,297,0.695,0.113,37.197.146:36065,curl/7.68.0,-,application/x-www-form-urlencoded,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-10T22:45:32.841422,1765386932841,134.204.208.82,alpha-triradiate-adalberto.ngrok-free.dev,POST,/login,/login,| cat /etc/passwd,HTTP/2.0,403,1884,5499,0.68,1.417,32.228.254:49159,nikto/2.1.6,-,-,-,-,-,1
2025-12-11T11:23:31.841422,1765432411841,97.237.140.242,shop.example.com,POST,/login,/login,-,HTTP/2.0,301,4908,421,0.914,0.100,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/json,-,-,-,0
2025-12-11T14:27:28.841422,1765443448841,9.69.200.135,example.com,GET,/api/v1/user,/api/v1/user,-,HTTP/1.1,200,530,539,0.446,0.145,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,text/html,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T09:31:45.841422,1765425705841,27.203.17.16,shop.example.com,POST,/profile,/profile,q=995,HTTP/2.0,200,7422,1390,0.734,0.167,115.177.90:39104,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,text/html,-,-,-,0
2025-12-11T09:40:59.841422,1765426259841,35.109.181.117,example.com,POST,/dashboard,/dashboard,q=746,HTTP/1.1,200,3920,652,0.205,0.161,32.205.229:54693,curl/7.68.0,https://google.com,application/x-www-form-urlencoded,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T20:12:50.841422,1765464170841,39.3.15.109,shop.example.com,GET,/cart/add,/cart/add,-,HTTP/2.0,200,466,873,0.439,0.040,172.18.0.5:80,PostmanRuntime/7.28.4,-,text/html,-,-,-,0
2025-12-10T20:48:17.841422,1765379897841,1.61.182.209,alpha-triradiate-adalberto.ngrok-free.dev,POST,/search,/search,| cat /etc/passwd,HTTP/1.1,500,2681,5875,1.59,2.704,172.18.0.5:80,masscan/1.0,-,application/json,1912:6e86:ef10:22ea:5e10:3dd8:3ee8:4c5,-,-,1
2025-12-11T20:28:08.841422,1765465088841,154.231.250.88,example.com,GET,/login,/login,q=91,HTTP/2.0,200,6271,456,0.093,0.296,172.18.0.5:80,PostmanRuntime/7.28.4,-,application/json,-,-,-,0
2025-12-11T06:46:28.841422,1765415788841,192.139.162.198,shop.example.com,GET,/cart/add,/cart/add,q=760,HTTP/1.1,200,5307,1412,0.227,0.006,110.216.107:27384,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,application/json,-,-,-,0
2025-12-11T00:56:40.841422,1765394800841,19.201.208.111,alpha-triradiate-adalberto.ngrok-free.dev,POST,/login,/login,-,HTTP/1.1,200,5718,1636,0.893,0.222,144.255.128:36985,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,application/json,-,-,-,0
2025-12-11T10:27:47.841422,1765429067841,156.49.190.65,alpha-triradiate-adalberto.ngrok-free.dev,POST,/profile,/profile,q=256,HTTP/2.0,200,4524,987,0.63,0.021,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,https://google.com,application/x-www-form-urlencoded,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-10T23:55:36.841422,1765391136841,40.172.93.101,shop.example.com,POST,/profile,/profile,; rm -rf /,HTTP/1.1,500,888,1664,2.735,0.572,172.18.0.5:80,python-requests/2.25.1,-,text/html,-,-,-,1
2025-12-11T00:32:22.841422,1765393342841,219.222.196.54,alpha-triradiate-adalberto.ngrok-free.dev,GET,/search,/search,-,HTTP/1.1,404,4598,1393,0.977,0.106,172.18.0.5:80,curl/7.68.0,-,-,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T16:14:27.841422,1765449867841,48.193.35.4,example.com,POST,/profile,/profile,-,HTTP/2.0,200,7078,390,0.05,0.053,172.18.0.5:80,curl/7.68.0,https://google.com,text/html,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T19:01:32.841422,1765459892841,175.116.243.175,alpha-triradiate-adalberto.ngrok-free.dev,POST,/profile,/profile,-,HTTP/2.0,200,7925,1327,0.082,0.373,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,https://google.com,text/html,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T08:15:55.841422,1765421155841,115.39.209.221,alpha-triradiate-adalberto.ngrok-free.dev,GET,/product/123,/product/123,q=35,HTTP/1.1,200,2349,603,0.696,0.311,135.73.157:17007,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,https://google.com,application/x-www-form-urlencoded,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T09:20:10.841422,1765425010841,144.113.202.159,shop.example.com,GET,/api/v1/user,/api/v1/user,-,HTTP/2.0,200,4988,1420,0.814,0.020,14.163.235:45219,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/json,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T03:34:03.841422,1765404243841,151.70.36.26,alpha-triradiate-adalberto.ngrok-free.dev,POST,/dvwa/login.php,/dvwa/login.php,q=166,HTTP/1.1,404,7314,1322,0.853,0.151,59.67.165:5912,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T00:54:52.841422,1765394692841,113.49.64.5,example.com,POST,/checkout,/checkout,-,HTTP/1.1,200,1733,1738,0.312,0.321,180.239.182:51980,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-10T23:44:35.841422,1765390475841,138.151.0.141,alpha-triradiate-adalberto.ngrok-free.dev,POST,/api/v1/user,/api/v1/user,q=597,HTTP/1.1,200,7338,1570,0.732,0.344,172.18.0.5:80,curl/7.68.0,-,text/html,-,-,-,0
2025-12-11T17:37:41.841422,1765454861841,145.12.168.190,alpha-triradiate-adalberto.ngrok-free.dev,POST,/checkout,/checkout,q=168,HTTP/1.1,404,1159,761,0.636,0.041,93.202.24:47704,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,-,-,0
2025-12-11T00:35:15.841422,1765393515841,1.61.182.209,alpha-triradiate-adalberto.ngrok-free.dev,POST,/dashboard,/dashboard,../../etc/passwd,HTTP/1.1,500,2043,4869,2.576,1.578,85.132.238:55647,masscan/1.0,-,-,748f:e3a5:1341:35dc:df58:d369:a1aa:eaa3,-,-,1
2025-12-11T20:23:57.841422,1765464837841,179.115.228.59,shop.example.com,GET,/dashboard,/dashboard,q=903,HTTP/1.1,200,1010,211,0.645,0.129,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/x-www-form-urlencoded,-,-,-,0
2025-12-10T21:52:49.841422,1765383769841,187.93.216.96,example.com,POST,/checkout,/checkout,-,HTTP/1.1,200,1967,1344,0.675,0.386,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,text/html,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T06:31:37.841422,1765414897841,17.105.15.157,example.com,GET,/cart/add,/cart/add,q=927,HTTP/1.1,404,1542,1585,0.962,0.153,172.18.0.5:80,PostmanRuntime/7.28.4,-,text/html,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-10T23:37:40.841422,1765390060841,199.149.114.217,example.com,POST,/login,/login,-,HTTP/2.0,200,3029,906,0.405,0.114,172.18.0.5:80,PostmanRuntime/7.28.4,-,application/json,-,-,-,0
2025-12-11T09:00:40.841422,1765423840841,4.82.129.31,example.com,POST,/dvwa/login.php,/dvwa/login.php,-,HTTP/1.1,200,5399,732,0.533,0.178,195.207.230:42597,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,https://google.com,application/json,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T14:53:36.841422,1765445016841,95.178.145.172,shop.example.com,GET,/cart/add,/cart/add,q=453,HTTP/2.0,200,7796,853,0.784,0.250,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,https://google.com,application/x-www-form-urlencoded,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T06:41:58.841422,1765415518841,245.60.113.195,shop.example.com,GET,/cart/add,/cart/add,q=591,HTTP/2.0,200,3868,1456,0.608,0.117,83.147.83:38644,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,application/x-www-form-urlencoded,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T02:50:34.841422,1765401634841,130.212.173.126,shop.example.com,GET,/profile,/profile,q=946,HTTP/1.1,200,1618,1314,0.15,0.353,13.54.66:62495,curl/7.68.0,-,-,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T09:05:02.841422,1765424102841,75.194.182.236,alpha-triradiate-adalberto.ngrok-free.dev,GET,/product/123,/product/123,q=257,HTTP/1.1,200,2127,1933,0.559,0.334,101.119.132:65445,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,application/x-www-form-urlencoded,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T09:00:59.841422,1765423859841,233.217.56.56,alpha-triradiate-adalberto.ngrok-free.dev,GET,/login,/login,-,HTTP/2.0,200,7216,925,0.894,0.010,95.102.182:26607,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T11:07:20.841422,1765431440841,45.104.16.0,alpha-triradiate-adalberto.ngrok-free.dev,GET,/dashboard,/dashboard,-,HTTP/1.1,200,1304,1468,0.806,0.233,92.163.208:54743,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,https://google.com,text/html,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
