index,reconstruction_error,label,pred
1843,8.910830365493894e-05,1,1
1844,3.379792906343937e-05,0,0
1845,4.568076110444963e-05,1,0
1846,4.537805216386914e-05,0,0
1847,4.1831644921330735e-05,0,0
1848,2.6040997909149155e-05,0,0
1849,4.2881227273028344e-05,0,0
1850,3.143307549180463e-05,0,0
1851,3.3039425034075975e-05,0,0
1852,2.921286431956105e-05,0,0
1853,5.5318858358077705e-05,1,0
1854,4.6274257329059765e-05,1,0
1855,6.221712101250887e-05,1,0
1856,6.909374496899545e-05,1,1
1857,2.884860077756457e-05,0,0
1858,2.985745777550619e-05,0,0
1859,6.276269414229318e-05,1,0
1860,5.948985199211165e-05,1,0
1861,3.0427410820266232e-05,0,0
1862,2.6038263968075626e-05,0,0
1863,6.69338260195218e-05,1,1
1864,7.627001468790695e-05,1,1
1865,5.6586519349366426e-05,1,0
1866,5.7208555517718196e-05,1,0
1867,3.0313749448396266e-05,0,0
1868,2.9682123567909002e-05,0,0
1869,4.880368578596972e-05,0,0
1870,5.5784570577088743e-05,1,0
1871,3.493040640023537e-05,0,0
1872,3.191427094861865e-05,0,0
1873,5.586936458712444e-05,1,0
1874,5.274311843095347e-05,0,0
1875,6.081972969695926e-05,0,0
1876,3.145481969113462e-05,0,0
1877,4.128817454329692e-05,0,0
1878,6.092965486459434e-05,1,0
1879,3.023989120265469e-05,0,0
1880,4.469292616704479e-05,0,0
1881,6.560177280334756e-05,1,1
1882,2.699276046769228e-05,0,0
1883,6.67713102302514e-05,1,1
1884,4.059902857989073e-05,0,0
1885,9.277758363168687e-05,1,1
1886,3.1941235647536814e-05,0,0
1887,3.272981848567724e-05,0,0
1888,4.5488653995562345e-05,0,0
1889,2.8510428819572553e-05,0,0
1890,3.5160890547558665e-05,0,0
1891,5.938102549407631e-05,1,0
1892,4.6696237404830754e-05,0,0
1893,6.890727672725916e-05,1,1
1894,4.655840893974528e-05,0,0
1895,3.096219734288752e-05,0,0
1896,2.8133054001955315e-05,0,0
1897,3.699648368638009e-05,0,0
1898,2.427784784231335e-05,0,0
1899,4.6507950173690915e-05,0,0
1900,5.7060060498770326e-05,1,0
1901,3.959869354730472e-05,0,0
1902,8.88652793946676e-05,1,1
1903,5.3852614655625075e-05,0,0
1904,5.3854553698329255e-05,1,0
1905,6.824209413025528e-05,1,1
1906,4.29131141572725e-05,0,0
1907,3.412205842323601e-05,0,0
1908,3.210031718481332e-05,0,0
1909,6.183274672366679e-05,1,0
1910,3.877188646583818e-05,0,0
1911,4.5185210183262825e-05,0,0
1912,3.8111065805424005e-05,0,0
1913,7.572779577458277e-05,1,1
1914,2.6432337108417414e-05,0,0
1915,3.113733691861853e-05,0,0
1916,2.751208194240462e-05,0,0
1917,3.8389502151403576e-05,0,0
1918,3.4556804166641086e-05,0,0
1919,8.778989285929129e-05,1,1
1920,2.6629288186086342e-05,0,0
1921,5.968613186269067e-05,1,0
1922,3.540219768183306e-05,0,0
1923,5.0485738029237837e-05,0,0
1924,4.4473486923379824e-05,0,0
1925,3.2461895898450166e-05,0,0
1926,3.986569936387241e-05,1,0
1927,6.14225136814639e-05,1,0
1928,3.329659375594929e-05,0,0
1929,2.2213931515580043e-05,0,0
1930,6.462635792559013e-05,1,1
1931,2.5793486202019267e-05,0,0
1932,2.5003610062412918e-05,0,0
1933,6.273368489928544e-05,1,0
1934,4.644264845410362e-05,1,0
1935,2.2620928575634025e-05,0,0
1936,7.833066047169268e-05,1,1
1937,5.758326733484864e-05,0,0
1938,3.31033043039497e-05,0,0
1939,5.453309495351277e-05,1,0
1940,7.495414320146665e-05,1,1
1941,3.022669261554256e-05,0,0
1942,3.0241626518545672e-05,0,0
1943,7.320727308979258e-05,1,1
1944,4.229634942021221e-05,0,0
1945,2.3590486307512037e-05,0,0
1946,4.21790246036835e-05,0,0
1947,6.107915396569297e-05,1,0
1948,3.780985571211204e-05,0,0
1949,3.2859719794942066e-05,0,0
1950,3.7781905120937154e-05,0,0
1951,4.364351480035111e-05,0,0
1952,3.441831358941272e-05,0,0
1953,4.1476490878267214e-05,0,0
1954,6.091982504585758e-05,1,0
1955,2.6227782655041665e-05,0,0
1956,5.207225331105292e-05,0,0
1957,7.108791032806039e-05,1,1
1958,3.307859515189193e-05,0,0
1959,4.6100780309643596e-05,0,0
1960,3.001475488417782e-05,0,0
1961,2.9309503588592634e-05,0,0
1962,4.1583167330827564e-05,0,0
1963,2.3599108317284845e-05,0,0
1964,3.304675192339346e-05,0,0
1965,2.584636604296975e-05,0,0
1966,5.046585283707827e-05,1,0
1967,3.3331536542391405e-05,0,0
1968,2.728583785938099e-05,0,0
1969,5.9388064983068034e-05,0,0
1970,5.0981845561182126e-05,0,0
1971,5.2859009883832186e-05,0,0
1972,5.581753794103861e-05,0,0
1973,5.8053177781403065e-05,1,0
1974,3.219116842956282e-05,0,0
1975,5.5940181482583284e-05,1,0
1976,3.2568463211646304e-05,0,0
1977,5.425040581030771e-05,0,0
1978,6.208701961440966e-05,1,0
1979,6.116789154475555e-05,1,0
1980,9.352201595902443e-05,1,1
1981,3.645398828666657e-05,0,0
1982,5.038726521888748e-05,0,0
1983,2.9922364774392918e-05,0,0
1984,4.643192733055912e-05,0,0
1985,7.54621287342161e-05,1,1
1986,5.181087908567861e-05,1,0
1987,5.060468538431451e-05,1,0
1988,5.8777448430191725e-05,1,0
1989,3.056520290556364e-05,0,0
1990,5.987018812447786e-05,1,0
1991,3.547576125129126e-05,0,0
1992,2.0733084966195747e-05,0,0
1993,2.7160451281815767e-05,0,0
1994,3.1459887395612895e-05,0,0
1995,5.0981485401280224e-05,0,0
1996,4.00776625610888e-05,0,0
1997,3.0401495678233914e-05,0,0
1998,4.9131012929137796e-05,0,0
1999,8.249357051681727e-05,1,1
2000,7.909172563813627e-05,1,1
2001,5.274389695841819e-05,0,0
2002,6.113941344665363e-05,0,0
2003,3.33186580974143e-05,0,0
2004,4.615825309883803e-05,0,0
2005,3.38839236064814e-05,0,0
2006,3.1722865969641134e-05,0,0
2007,5.0555376219563186e-05,1,0
2008,2.3008164134807885e-05,0,0
2009,5.325341771822423e-05,1,0
2010,3.590183041524142e-05,0,0
2011,4.1933668398996815e-05,1,0
2012,6.623039371334016e-05,1,1
2013,2.518726614653133e-05,0,0
2014,3.6688314139610156e-05,0,0
2015,4.161564720561728e-05,1,0
2016,3.69224144378677e-05,0,0
2017,4.72973842988722e-05,0,0
2018,4.086616900167428e-05,0,0
2019,2.9083992558298633e-05,0,0
2020,5.9214500652160496e-05,1,0
2021,4.681267819250934e-05,0,0
2022,8.86946072569117e-05,1,1
2023,3.252123133279383e-05,0,0
2024,3.614833258325234e-05,0,0
2025,2.8272315830690786e-05,0,0
2026,4.9021597078535706e-05,0,0
2027,6.857122934889048e-05,1,1
2028,4.027059185318649e-05,0,0
2029,6.496663991129026e-05,1,1
2030,2.170628977182787e-05,0,0
2031,2.9399416234809905e-05,0,0
2032,0.0001640153059270233,0,1
2033,3.38688405463472e-05,0,0
2034,4.116618583793752e-05,0,0
2035,4.522073868429288e-05,0,0
2036,2.615937228256371e-05,0,0
2037,5.526302265934646e-05,1,0
2038,3.559209289960563e-05,0,0
2039,3.864015525323339e-05,0,0
2040,5.250317190075293e-05,1,0
2041,5.1442941185086966e-05,1,0
2042,5.137491098139435e-05,0,0
2043,4.108304710825905e-05,0,0
2044,2.7399995815358125e-05,0,0
2045,2.557168045314029e-05,0,0
2046,3.054293483728543e-05,0,0
2047,3.588810795918107e-05,0,0
2048,6.93787369527854e-05,1,1
2049,4.334440382081084e-05,1,0
2050,3.607882899814285e-05,0,0
2051,6.384336302289739e-05,1,0
2052,4.1288665670435876e-05,0,0
2053,2.1445954189402983e-05,0,0
2054,3.177672260790132e-05,0,0
2055,4.2668798414524645e-05,0,0
2056,3.6775891203433275e-05,0,0
2057,4.197917223791592e-05,0,0
2058,3.38405225193128e-05,0,0
2059,7.02174220350571e-05,1,1
2060,6.274212501011789e-05,1,0
2061,2.914466858783271e-05,0,0
2062,6.188210682012141e-05,1,0
2063,3.2855692552402616e-05,0,0
2064,4.9584465159568936e-05,0,0
2065,2.8323607693891972e-05,0,0
2066,4.5840955863241106e-05,0,0
2067,2.5300843844888732e-05,0,0
2068,9.581658378010616e-05,1,1
2069,4.4553642510436475e-05,0,0
2070,6.401538121281192e-05,1,0
2071,8.630745287518948e-05,1,1
2072,5.474201316246763e-05,1,0
2073,6.586356903426349e-05,1,1
2074,3.884214675053954e-05,0,0
2075,3.333996210130863e-05,0,0
2076,5.207293725106865e-05,1,0
2077,2.0250550733180717e-05,0,0
2078,4.3019565055146813e-05,0,0
2079,5.402450915426016e-05,0,0
2080,7.291530346265063e-05,1,1
2081,2.454361310810782e-05,0,0
2082,3.157211176585406e-05,0,0
2083,2.6616527975420468e-05,0,0
2084,5.439943561214022e-05,1,0
2085,5.2508108637994155e-05,1,0
2086,6.380359991453588e-05,1,0
2087,3.4887154470197856e-05,0,0
2088,3.3287353289779276e-05,0,0
2089,4.7448964323848486e-05,1,0
2090,3.0136885470710695e-05,0,0
2091,6.964319618418813e-05,1,1
2092,2.83170556940604e-05,0,0
2093,3.961358015658334e-05,0,0
2094,2.649405723786913e-05,0,0
2095,4.700211502495222e-05,1,0
2096,3.239955549361184e-05,0,0
2097,3.615642708609812e-05,0,0
2098,3.861208097077906e-05,0,0
2099,7.562419341411442e-05,1,1
2100,3.376460517756641e-05,0,0
2101,5.057628732174635e-05,1,0
2102,3.670833757496439e-05,0,0
2103,3.37863530148752e-05,0,0
2104,3.936080611310899e-05,0,0
2105,4.016109960502945e-05,0,0
2106,3.1672178010921925e-05,0,0
2107,2.6451303710928187e-05,0,0
2108,4.3231302697677165e-05,0,0
2109,2.6883308237302117e-05,0,0
2110,0.0001839074830058962,1,1
2111,4.756171256303787e-05,0,0
2112,4.340357190812938e-05,0,0
2113,3.266173371230252e-05,0,0
2114,9.432387014385313e-05,1,1
2115,2.7751040761359036e-05,0,0
2116,4.087667184649035e-05,0,0
2117,4.8406505811726674e-05,0,0
2118,5.72409262531437e-05,1,0
2119,5.36995503352955e-05,1,0
2120,4.67413010483142e-05,0,0
2121,2.3516060537076555e-05,0,0
2122,6.61692611174658e-05,1,1
2123,2.5719895347720012e-05,0,0
2124,6.252492312341928e-05,1,0
2125,3.447053677518852e-05,0,0
2126,3.776683297473937e-05,0,0
2127,3.3642634662101045e-05,0,0
2128,4.679102494264953e-05,0,0
2129,2.5797167836572044e-05,0,0
2130,5.6334014516323805e-05,1,0
2131,3.5372431739233434e-05,0,0
2132,3.285263301222585e-05,0,0
2133,7.249098416650668e-05,1,1
2134,4.131050081923604e-05,0,0
2135,2.8940987249370664e-05,0,0
2136,3.316335642011836e-05,0,0
2137,4.615601937985048e-05,0,0
2138,4.750163861899637e-05,1,0
2139,1.8115330021828413e-05,0,0
2140,7.441427442245185e-05,1,1
2141,4.5316010073293e-05,0,0
2142,5.001865793019533e-05,0,0
2143,2.619313272589352e-05,0,0
2144,6.639362254645675e-05,1,1
2145,3.112810372840613e-05,0,0
2146,5.456216968013905e-05,0,0
2147,4.169386738794856e-05,0,0
2148,2.583193054306321e-05,0,0
2149,4.4540294766193256e-05,0,0
2150,2.725435479078442e-05,0,0
2151,4.030939453514293e-05,0,0
2152,3.223945532226935e-05,0,0
2153,5.2286100981291384e-05,1,0
2154,4.676917887991294e-05,0,0
2155,0.00011160717986058444,1,1
2156,6.351439515128732e-05,1,0
2157,4.7068617277545854e-05,0,0
2158,2.4733997634029947e-05,0,0
2159,3.252897295169532e-05,0,0
2160,3.4128835977753624e-05,0,0
2161,2.3024596885079518e-05,0,0
2162,2.3622978915227577e-05,0,0
2163,4.744709440274164e-05,0,0
2164,3.924279008060694e-05,0,0
2165,3.0539438739651814e-05,0,0
2166,6.581527122762054e-05,1,1
2167,4.651244671549648e-05,0,0
2168,2.4878096155589446e-05,0,0
2169,3.3853713830467314e-05,0,0
2170,2.5877568987198174e-05,0,0
2171,2.7259724447503686e-05,0,0
2172,4.133190304855816e-05,0,0
2173,6.828473851783201e-05,0,1
2174,3.0481685826089233e-05,0,0
2175,3.075970016652718e-05,0,0
2176,4.030995478387922e-05,0,0
2177,4.252740109222941e-05,0,0
2178,5.219730519456789e-05,1,0
2179,6.828255573054776e-05,1,1
2180,5.7283847127109766e-05,1,0
2181,7.93728104326874e-05,1,1
2182,2.8140133508713916e-05,0,0
2183,4.030664422316477e-05,0,0
2184,2.763196789601352e-05,0,0
2185,3.0396307920455e-05,0,0
2186,6.118051533121616e-05,0,0
2187,6.440647121053189e-05,1,1
2188,5.3586947615258396e-05,0,0
2189,4.4174194044899195e-05,0,0
2190,3.2486903364770114e-05,0,0
2191,5.8110592362936586e-05,0,0
2192,2.155673792003654e-05,0,0
2193,5.204771878197789e-05,0,0
2194,4.589886520989239e-05,0,0
2195,4.0944833017420024e-05,0,0
2196,4.3501146137714386e-05,1,0
2197,2.9677437851205468e-05,0,0
2198,4.933389573125169e-05,1,0
2199,6.051879609003663e-05,0,0
2200,8.35367536637932e-05,1,1
2201,2.1996593204676174e-05,0,0
2202,7.175173232099041e-05,1,1
2203,2.597143975435756e-05,0,0
2204,7.560104131698608e-05,1,1
2205,5.0447939429432154e-05,1,0
2206,3.560809636837803e-05,0,0
2207,3.1205956474877894e-05,0,0
2208,3.265483246650547e-05,0,0
2209,5.142734880791977e-05,0,0
2210,8.962862193584442e-05,1,1
2211,5.606471677310765e-05,0,0
2212,3.547523738234304e-05,0,0
2213,3.0638635507784784e-05,0,0
2214,4.156403520028107e-05,0,0
2215,3.9228169043781236e-05,0,0
2216,4.344061017036438e-05,0,0
2217,3.949357778765261e-05,0,0
2218,3.057368303416297e-05,0,0
2219,3.1294170184992254e-05,0,0
2220,2.676738949958235e-05,0,0
2221,5.931475243414752e-05,1,0
2222,4.3806605390273035e-05,0,0
2223,3.409873170312494e-05,0,0
2224,4.126122439629398e-05,0,0
2225,2.9844441087334417e-05,0,0
2226,3.2387644750997424e-05,0,0
2227,3.0526029149768874e-05,0,0
2228,2.5282517526648007e-05,0,0
2229,4.3764925067080185e-05,0,0
2230,4.132554749958217e-05,0,0
2231,6.492889224318787e-05,1,1
2232,4.925989196635783e-05,1,0
2233,6.684505206067115e-05,1,1
2234,6.574550934601575e-05,0,1
2235,5.3144856792641804e-05,0,0
2236,5.730878183385357e-05,1,0
2237,7.714384992141277e-05,1,1
2238,4.7936402552295476e-05,0,0
2239,6.23964297119528e-05,1,0
2240,2.95246336463606e-05,0,0
2241,3.858490890706889e-05,0,0
2242,5.5371998314512894e-05,1,0
2243,4.5184795453678817e-05,0,0
2244,5.681746915797703e-05,1,0
2245,5.4228985391091555e-05,0,0
2246,4.7287263441830873e-05,0,0
2247,7.178584928624332e-05,1,1
2248,2.7658446924760938e-05,0,0
2249,3.6897967220284045e-05,1,0
2250,3.528148590703495e-05,0,0
2251,2.197554931626655e-05,0,0
2252,4.875010563409887e-05,0,0
2253,6.142693746369332e-05,0,0
2254,7.636456575710326e-05,1,1
2255,2.3958089514053427e-05,0,0
2256,4.148628795519471e-05,0,0
2257,5.3108378779143095e-05,1,0
2258,5.2742478146683425e-05,0,0
2259,5.777935075457208e-05,1,0
2260,4.316815102356486e-05,0,0
2261,7.105468830559403e-05,1,1
2262,5.9408390370663255e-05,1,0
2263,4.191032348899171e-05,0,0
2264,4.1449144191574305e-05,0,0
2265,4.558909495244734e-05,0,0
2266,5.081320341560058e-05,0,0
2267,2.9117840313119814e-05,0,0
2268,8.044016431085765e-05,1,1
2269,0.00015963782789185643,0,1
2270,3.645331889856607e-05,0,0
2271,3.9963248127605766e-05,0,0
2272,2.526532261981629e-05,0,0
2273,2.4192588170990348e-05,0,0
2274,5.197360223974101e-05,0,0
2275,2.3526223230874166e-05,0,0
2276,3.7841295124962926e-05,0,0
2277,6.422797741834074e-05,1,0
2278,7.180438842624426e-05,1,1
2279,4.892775905318558e-05,1,0
2280,2.548521661083214e-05,0,0
2281,3.1016930734040216e-05,0,0
2282,7.048481347737834e-05,1,1
2283,4.160571188549511e-05,0,0
2284,3.752058182726614e-05,0,0
2285,5.346731632016599e-05,0,0
2286,3.068068326683715e-05,0,0
2287,4.850406548939645e-05,1,0
2288,3.0079723728704266e-05,0,0
2289,4.5094471715856344e-05,0,0
2290,4.908532355329953e-05,0,0
2291,5.830437294207513e-05,0,0
2292,4.925088069285266e-05,0,0
2293,5.578084528679028e-05,1,0
2294,3.982759517384693e-05,0,0
2295,3.390625715837814e-05,0,0
2296,3.0405650250031613e-05,0,0
2297,4.0822254959493876e-05,0,0
2298,6.3835977925919e-05,0,0
2299,5.406091804616153e-05,1,0
2300,3.0819064704701304e-05,0,0
2301,3.685855335788801e-05,0,0
2302,5.6185795983765274e-05,1,0
2303,4.832457489101216e-05,0,0
2304,2.3541380869573914e-05,0,0
2305,7.604687561979517e-05,1,1
2306,6.522863986901939e-05,1,1
2307,7.404362258967012e-05,1,1
2308,7.039830961730331e-05,1,1
2309,2.3151456844061613e-05,0,0
2310,3.961194306612015e-05,0,0
2311,5.918358510825783e-05,0,0
2312,3.1403535103891045e-05,0,0
2313,5.0820381147786975e-05,0,0
2314,4.567762516671792e-05,0,0
2315,3.418006235733628e-05,0,0
2316,3.54763469658792e-05,0,0
2317,5.3456704335985705e-05,1,0
2318,7.00976379448548e-05,1,1
2319,5.8999470638809726e-05,1,0
2320,3.3028143661795184e-05,0,0
2321,3.26228910125792e-05,0,0
2322,3.574376387405209e-05,0,0
2323,2.4565166313550435e-05,0,0
2324,0.00021975510753691196,0,1
2325,5.025404243497178e-05,1,0
2326,2.7689024136634544e-05,0,0
2327,2.40148128796136e-05,0,0
2328,3.6365832784213126e-05,0,0
2329,3.641232615336776e-05,0,0
2330,7.886619277996942e-05,1,1
2331,5.387108103604987e-05,0,0
2332,4.123349935980514e-05,0,0
2333,5.643942131428048e-05,0,0
2334,3.337074667797424e-05,0,0
2335,2.3419013814418577e-05,0,0
2336,2.7347163268132135e-05,0,0
2337,5.3246476454660296e-05,1,0
2338,5.086813689558767e-05,0,0
2339,3.1159535865299404e-05,0,0
2340,4.220878327032551e-05,0,0
2341,3.0711948056705296e-05,0,0
2342,4.894240919384174e-05,0,0
2343,8.567537588533014e-05,1,1
2344,3.8619320548605174e-05,0,0
2345,3.081707109231502e-05,0,0
2346,2.6389343474875204e-05,0,0
2347,2.547030453570187e-05,0,0
2348,5.941430208622478e-05,1,0
2349,4.24454192398116e-05,0,0
2350,3.758025559363887e-05,0,0
2351,3.612849104683846e-05,0,0
2352,6.910241791047156e-05,1,1
2353,5.5272725148824975e-05,1,0
2354,5.508484537131153e-05,1,0
2355,4.58342838101089e-05,0,0
2356,3.7747464375570416e-05,0,0
2357,3.783210559049621e-05,0,0
2358,3.258988726884127e-05,0,0
2359,3.770229159272276e-05,0,0
2360,2.6654370230971836e-05,0,0
2361,5.2802344725932926e-05,1,0
2362,3.400439891265705e-05,0,0
2363,4.033670120406896e-05,0,0
2364,3.356764864292927e-05,0,0
2365,4.0838618588168174e-05,0,0
2366,4.261642607161775e-05,0,0
2367,4.480146162677556e-05,0,0
2368,2.551329816924408e-05,0,0
2369,4.3046980863437057e-05,1,0
2370,3.3170268579851836e-05,0,0
2371,5.717423482565209e-05,0,0
2372,2.506590317352675e-05,0,0
2373,4.2821669921977445e-05,0,0
2374,5.274339855532162e-05,0,0
2375,4.086829721927643e-05,0,0
2376,6.672814197372645e-05,1,1
2377,4.8211426474153996e-05,1,0
2378,2.8790003852918744e-05,0,0
2379,5.2337036322569475e-05,1,0
2380,3.064341944991611e-05,0,0
2381,5.12708502355963e-05,0,0
2382,3.354247019160539e-05,0,0
2383,2.190780287492089e-05,0,0
2384,4.4880980567540973e-05,0,0
2385,9.13239928195253e-05,1,1
2386,5.128599514137022e-05,0,0
2387,4.410055043990724e-05,0,0
2388,5.178813444217667e-05,0,0
2389,9.591891284799203e-05,1,1
2390,6.0752434364985675e-05,1,0
2391,7.842556806281209e-05,1,1
2392,5.034450441598892e-05,1,0
2393,4.654865915654227e-05,0,0
2394,2.4145334464265034e-05,0,0
2395,6.354875222314149e-05,1,0
2396,6.593488797079772e-05,1,1
2397,4.4755150156561285e-05,0,0
2398,4.985195118933916e-05,0,0
2399,6.361558189382777e-05,1,0
2400,4.4412427087081596e-05,0,0
2401,4.977608841727488e-05,1,0
2402,2.482937998138368e-05,0,0
2403,3.1565527024213225e-05,0,0
2404,2.4481701984768733e-05,0,0
2405,4.564191840472631e-05,0,0
2406,8.760342461755499e-05,1,1
2407,9.487565694143996e-05,1,1
2408,5.1058428653050214e-05,0,0
2409,4.091658047400415e-05,0,0
2410,2.975566530949436e-05,0,0
2411,3.6747856938745826e-05,0,0
2412,5.4898904636502266e-05,1,0
2413,4.3980657210340723e-05,0,0
2414,5.0645641749724746e-05,0,0
2415,3.8873164157848805e-05,0,0
2416,6.236291665118188e-05,1,0
2417,4.767091013491154e-05,0,0
2418,5.3694500820711255e-05,1,0
2419,5.313572910381481e-05,1,0
2420,6.550515536218882e-05,1,1
2421,4.1263549064751714e-05,0,0
2422,4.7881265345495194e-05,0,0
2423,3.552471753209829e-05,0,0
2424,5.651279934681952e-05,1,0
2425,6.282905815169215e-05,0,0
2426,5.3795534768141806e-05,0,0
2427,3.7458270526258275e-05,0,0
2428,4.232094215694815e-05,0,0
2429,4.9317673983750865e-05,0,0
2430,2.920964834629558e-05,0,0
2431,5.898401286685839e-05,1,0
2432,3.871355875162408e-05,0,0
2433,7.990008452907205e-05,1,1
2434,3.956390719395131e-05,0,0
2435,4.5332279114518315e-05,0,0
2436,3.728031515493058e-05,0,0
2437,2.754170236585196e-05,0,0
2438,2.8867649234598503e-05,0,0
2439,7.014255970716476e-05,1,1
2440,2.8373749955790117e-05,0,0
2441,2.686019433895126e-05,0,0
2442,3.3468822948634624e-05,0,0
2443,4.6033710532356054e-05,0,0
2444,4.6951783588156104e-05,0,0
2445,5.085632437840104e-05,0,0
2446,3.766064764931798e-05,0,0
2447,3.140355693176389e-05,0,0
2448,2.2738655388820916e-05,0,0
2449,4.178023664280772e-05,0,0
2450,3.091603866778314e-05,0,0
2451,7.664063014090061e-05,1,1
2452,3.274096525274217e-05,0,0
2453,4.013928264612332e-05,0,0
2454,2.45982882915996e-05,0,0
2455,5.645289638778195e-05,0,0
2456,2.711720298975706e-05,0,0
2457,4.071966395713389e-05,0,0
2458,3.38721729349345e-05,0,0
2459,6.035614205757156e-05,0,0
2460,7.206633745227009e-05,1,1
2461,4.3323507270542905e-05,0,0
2462,5.640074232360348e-05,1,0
2463,6.373136420734227e-05,1,0
2464,5.110731581225991e-05,0,0
2465,3.584536170819774e-05,0,0
2466,4.6640721848234534e-05,0,0
2467,4.0856328269001096e-05,0,0
2468,3.0993112886790186e-05,0,0
2469,4.737066774396226e-05,0,0
2470,3.1931878766044974e-05,0,0
2471,4.949469439452514e-05,0,0
2472,8.542652358300984e-05,1,1
2473,3.608369661378674e-05,0,0
2474,8.01913847681135e-05,1,1
2475,5.393370520323515e-05,0,0
2476,2.911072806455195e-05,0,0
2477,4.397524753585458e-05,0,0
2478,3.619799463194795e-05,0,0
2479,3.5358083550818264e-05,0,0
2480,5.4486019507749006e-05,1,0
2481,2.3608896299265325e-05,0,0
2482,2.5836739951046184e-05,0,0
2483,3.4985489037353545e-05,0,0
2484,3.224357351427898e-05,0,0
2485,2.0255165509297512e-05,0,0
2486,3.152622593916021e-05,0,0
2487,4.662864375859499e-05,0,0
2488,2.2975544197834097e-05,0,0
2489,6.27264817012474e-05,1,0
2490,4.822091432288289e-05,0,0
2491,3.1705476430943236e-05,0,0
2492,3.8897418562555686e-05,0,0
2493,5.4416159400716424e-05,0,0
2494,4.849791730521247e-05,0,0
2495,2.5657700462033972e-05,0,0
2496,8.314671867992729e-05,1,1
2497,8.98471480468288e-05,1,1
2498,3.9580248994752765e-05,0,0
2499,4.122126119909808e-05,0,0
2500,5.0681017455644906e-05,1,0
2501,7.217600068543106e-05,1,1
2502,4.8830399464350194e-05,0,0
2503,3.438046405790374e-05,0,0
2504,3.669668876682408e-05,0,0
2505,2.6566980523057282e-05,0,0
2506,5.3421128541231155e-05,0,0
2507,2.605048575787805e-05,0,0
2508,3.109952376689762e-05,0,0
2509,5.079106631455943e-05,1,0
2510,2.5315332095487975e-05,0,0
2511,7.577858195872977e-05,1,1
2512,2.6913454348687083e-05,0,0
2513,3.974357241531834e-05,0,0
2514,5.2051982493139803e-05,0,0
2515,5.6397548178210855e-05,1,0
2516,3.6598601582227275e-05,0,0
2517,6.043861503712833e-05,1,0
2518,4.114791954634711e-05,0,0
2519,4.044127854285762e-05,0,0
2520,2.0560572011163458e-05,0,0
2521,3.342335548950359e-05,0,0
2522,5.235068965703249e-05,1,0
2523,4.137029100093059e-05,0,0
2524,4.159046147833578e-05,0,0
2525,4.4072206947021186e-05,0,0
2526,3.8349124224623665e-05,1,0
2527,4.502736555878073e-05,0,0
2528,5.718296597478911e-05,1,0
2529,2.9565850127255544e-05,0,0
2530,2.6440238798386417e-05,0,0
2531,2.132619556505233e-05,0,0
2532,5.121980211697519e-05,1,0
2533,3.4999022318515927e-05,0,0
2534,3.535483847372234e-05,0,0
2535,5.240580503595993e-05,0,0
2536,3.609974737628363e-05,0,0
2537,2.9833483495167457e-05,0,0
2538,6.775177462259308e-05,1,1
2539,3.735273639904335e-05,0,0
2540,4.469787381822243e-05,0,0
2541,4.7405235818587244e-05,1,0
2542,6.664195097982883e-05,1,1
2543,2.8209120500832796e-05,0,0
2544,3.464406472630799e-05,0,0
2545,3.912513784598559e-05,0,0
2546,7.974260370247066e-05,1,1
2547,7.203305722214282e-05,1,1
2548,3.8519683585036546e-05,0,0
2549,3.8548831071238965e-05,0,0
2550,3.06835827359464e-05,0,0
2551,3.601911157602444e-05,0,0
2552,4.344223998486996e-05,0,0
2553,5.5425909522455186e-05,1,0
2554,7.328013452934101e-05,1,1
2555,3.7028334190836176e-05,0,0
2556,5.672300903825089e-05,0,0
2557,6.954526907065883e-05,1,1
2558,3.842134901788086e-05,0,0
2559,5.604512261925265e-05,1,0
2560,6.479951844085008e-05,0,1
2561,3.3805237762862816e-05,0,0
2562,2.50415614573285e-05,0,0
2563,3.871643275488168e-05,0,0
2564,4.756173802888952e-05,1,0
2565,2.5352204829687253e-05,0,0
2566,2.3506112484028563e-05,0,0
2567,2.9422741135931574e-05,0,0
2568,5.291835987009108e-05,0,0
2569,3.5070777812507004e-05,0,0
2570,7.677495887037367e-05,1,1
2571,2.7614940336206928e-05,0,0
2572,4.6584682422690094e-05,0,0
2573,3.377852772246115e-05,0,0
2574,4.38620918430388e-05,0,0
2575,4.372280091047287e-05,0,0
2576,2.7842521376442164e-05,0,0
2577,2.397607750026509e-05,0,0
2578,2.8364613172016107e-05,0,0
2579,4.415856528794393e-05,0,0
2580,4.2296840547351167e-05,0,0
2581,3.155384911224246e-05,0,0
2582,3.591414861148223e-05,0,0
2583,3.3741867810022086e-05,0,0
2584,2.7732781745726243e-05,0,0
2585,2.9531962354667485e-05,0,0
2586,4.173704655840993e-05,0,0
2587,3.271239984314889e-05,0,0
2588,3.497512807371095e-05,0,0
2589,3.2363001082558185e-05,0,0
2590,3.9402169932145625e-05,0,0
2591,3.3154596167150885e-05,0,0
2592,2.5091700081247836e-05,0,0
2593,3.6575711419573054e-05,0,0
2594,4.9229049182031304e-05,0,0
2595,5.827370478073135e-05,1,0
2596,5.4458851082017645e-05,1,0
2597,0.00020252946706023067,0,1
2598,2.8906502848258242e-05,0,0
2599,4.381139297038317e-05,1,0
2600,4.137180803809315e-05,0,0
2601,5.962017166893929e-05,1,0
2602,2.4701677830307744e-05,0,0
2603,3.502576510072686e-05,0,0
